#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-C540C3C7B79F9DC-2DA877D56FA84C0F
#datatype	hitsFull Results
#status	0
#Start time	2023-08-25T05:38:33	Run time	0:00:00:29
#status	Warning: Too many queries.	msg	Error(s) occurred during search, the result may be incomplete

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#9 - >Homo_sapiens_1	non-specific	380598	33	484	1.66772e-48	179.248	cd06375	PBP1_mGluR_groupII	 - 	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320417	607	838	1.45854e-44	161.382	cd15290	7tmC_TAS1R3	 - 	cl28897
Q#9 - >Homo_sapiens_1	specific	426045	75	300	2.31939e-43	160.226	pfam01094	ANF_receptor	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380597	27	307	9.97486e-42	159.816	cd06374	PBP1_mGluR_groupI	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320174	609	838	2.70678e-38	143.435	cd15046	7tmC_TAS1R	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	380599	34	484	7.73493e-38	148.027	cd06376	PBP1_mGluR_groupIII	 - 	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320414	609	838	3.15196e-36	137.508	cd15287	7tmC_TAS1R2a-like	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320415	609	838	5.61788e-33	128.366	cd15288	7tmC_TAS1R2	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	380490	37	306	1.18246e-32	128.962	cd04509	PBP1_ABC_transporter_GPCR_C-like	 - 	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320173	609	839	3.90328e-32	125.821	cd15045	7tmC_mGluRs	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320412	608	839	7.73147e-31	121.975	cd15285	7tmC_mGluR_group1	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320564	609	838	6.55372e-30	119.282	cd15448	7tmC_mGluR3	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320600	607	838	1.96539e-29	117.714	cd15934	7tmC_mGluRs_group2_3	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320563	608	838	4.41215e-29	116.952	cd15447	7tmC_mGluR2	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320411	609	838	5.43955e-29	116.486	cd15284	7tmC_mGluR_group2	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	380493	76	346	1.25081e-24	105.962	cd06269	PBP1_glutamate_receptors-like	 - 	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380589	37	267	4.23987e-22	99.6269	cd06366	PBP1_GABAb_receptor	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320569	611	846	7.47089e-22	96.2519	cd15453	7tmC_mGluR6	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320413	607	844	3.14068e-20	91.403	cd15286	7tmC_mGluR_group3	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320568	609	844	2.13303e-19	90.4249	cd15452	7tmC_mGluR4	 - 	cl28897
Q#9 - >Homo_sapiens_1	specific	429539	519	572	6.01723e-18	78.141	pfam07562	NCD3G	 - 	cl08456
Q#9 - >Homo_sapiens_1	superfamily	429539	519	572	6.01723e-18	78.141	cl08456	NCD3G superfamily	 - 	 - 
Q#9 - >Homo_sapiens_1	non-specific	320570	607	846	2.02291e-17	84.2994	cd15454	7tmC_mGluR8	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320566	607	838	1.06373e-15	77.7173	cd15450	7tmC_mGluR5	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320565	609	838	1.83567e-14	74.2799	cd15449	7tmC_mGluR1	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	380492	81	311	9.99508e-14	72.7449	cd06268	PBP1_ABC_transporter_LIVBP-like	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380645	80	303	1.00664e-13	73.8018	cd19990	PBP1_GABAb_receptor_plant	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380593	76	284	2.78415e-13	72.6636	cd06370	PBP1_SAP_GC-like	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380639	140	316	4.68072e-13	70.7105	cd19984	PBP1_ABC_ligand_binding-like	NC	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320567	607	846	8.22017e-13	70.4368	cd15451	7tmC_mGluR7	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	380569	76	222	3.23578e-11	65.2777	cd06346	PBP1_ABC_ligand_binding-like	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380556	73	243	4.57623e-10	62.1799	cd06333	PBP1_ABC_RPA1789-like	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380575	80	304	6.87631e-10	61.9878	cd06352	PBP1_NPR_GC-like	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380602	139	302	7.34696e-10	61.5857	cd06379	PBP1_iGluR_NMDA_NR1	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320175	605	833	1.45473e-09	59.8814	cd15047	7tmC_GABA-B-like	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	223755	81	281	1.23202e-08	57.8341	COG0683	LivK	C	cl43238
Q#9 - >Homo_sapiens_1	superfamily	223755	81	281	1.23202e-08	57.8341	cl43238	LivK superfamily	C	 - 
Q#9 - >Homo_sapiens_1	non-specific	380563	81	291	6.76298e-08	55.6429	cd06340	PBP1_ABC_ligand_binding-like	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380477	111	277	2.64402e-07	53.0415	cd01391	Periplasmic_Binding_Protein_type1	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380565	77	247	2.88939e-07	53.299	cd06342	PBP1_ABC_LIVBP-like	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380567	138	307	9.04394e-06	48.7608	cd06344	PBP1_ABC_HAAT-like	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320170	671	838	6.10363e-05	45.4878	cd15042	7tmC_Boss	N	cl28897
Q#9 - >Homo_sapiens_1	non-specific	380566	142	277	0.000132415	45.2519	cd06343	PBP1_ABC_ligand_binding-like	NC	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320404	625	803	0.000300612	43.5701	cd15277	7tmC_RAIG3_GPRC5C	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	433225	81	302	0.000322454	43.8012	pfam13458	Peripla_BP_6	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380570	81	312	0.000389536	43.6851	cd06347	PBP1_ABC_LivK_ligand_binding-like	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380590	173	265	0.00039625	43.7663	cd06367	PBP1_iGluR_NMDA	NC	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320171	644	802	0.000475386	42.9383	cd15043	7tmC_RAIG_GPRC5	N	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320406	644	799	0.000602175	42.4458	cd15279	7tmC_RAIG1_4_GPRC5A_D	N	cl28897
Q#9 - >Homo_sapiens_1	non-specific	380635	81	228	0.000933535	42.2096	cd19980	PBP1_ABC_ligand_binding-like	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380553	81	228	0.00173787	41.392	cd06330	PBP1_As_SBP-like	C	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380641	140	309	0.00199211	41.073	cd19986	PBP1_ABC_HAAT-like	NC	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380584	1	101	5.43679e-51	164.852	cd06361	PBP1_GPC6A-like	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	superfamily	447875	1	101	5.43679e-51	164.852	cl10011	Periplasmic_Binding_Protein_type1 superfamily	C	 - 
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380573	1	101	7.31794e-25	95.0548	cd06350	PBP1_GPCR_family_C-like	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380586	6	101	5.32795e-23	90.8295	cd06363	PBP1_taste_receptor	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380587	6	96	1.39338e-18	78.8375	cd06364	PBP1_CaSR	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380585	11	96	6.94304e-14	65.3924	cd06362	PBP1_mGluR	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380588	10	101	7.24104e-13	62.6607	cd06365	PBP1_pheromone_receptor	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380598	11	101	6.56159e-09	51.3617	cd06375	PBP1_mGluR_groupII	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	426045	10	96	3.31194e-08	49.2888	pfam01094	ANF_receptor	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380490	11	101	1.08385e-07	47.6848	cd04509	PBP1_ABC_transporter_GPCR_C-like	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380599	11	101	8.18405e-07	45.1789	cd06376	PBP1_mGluR_groupIII	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380597	11	101	9.43059e-06	42.3306	cd06374	PBP1_mGluR_groupI	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380593	11	52	0.001298	36.0696	cd06370	PBP1_SAP_GC-like	C	cl10011
Q#10 - >Phascolarctos_cinereus_exon_2_1	non-specific	380589	11	101	0.00927651	33.7578	cd06366	PBP1_GABAb_receptor	C	cl10011
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320408	147	396	2.91084e-130	377.579	cd15281	7tmC_GPRC6A	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	superfamily	452889	147	396	2.91084e-130	377.579	cl28897	7tm_GPCRs superfamily	 - 	 - 
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320172	148	396	1.69311e-96	291.68	cd15044	7tmC_V2R_AA_sensing_receptor-like	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320410	159	395	5.66015e-67	215.603	cd15283	7tmC_V2R_pheromone	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320409	148	395	2.19295e-60	198.636	cd15282	7tmC_CaSR	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	specific	425415	142	390	4.73404e-58	191.674	pfam00003	7tm_3	 - 	cl02802
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	superfamily	425415	142	390	4.73404e-58	191.674	cl02802	7tm_3 superfamily	 - 	 - 
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320407	159	397	6.99987e-56	186.528	cd15280	7tmC_V2R-like	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320091	159	396	2.56038e-50	172.036	cd13953	7tm_classC_mGluR-like	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320416	163	396	1.95211e-49	169.909	cd15289	7tmC_TAS1R1	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320417	160	395	2.00917e-44	156.375	cd15290	7tmC_TAS1R3	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320174	159	395	6.56081e-38	139.197	cd15046	7tmC_TAS1R	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320600	147	395	5.87559e-36	133.507	cd15934	7tmC_mGluRs_group2_3	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320414	163	395	4.70125e-34	128.649	cd15287	7tmC_TAS1R2a-like	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320173	148	396	3.38457e-33	126.206	cd15045	7tmC_mGluRs	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320563	159	395	2.10537e-30	118.493	cd15447	7tmC_mGluR2	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320412	159	396	4.65896e-30	117.353	cd15285	7tmC_mGluR_group1	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320564	148	395	6.50744e-29	114.66	cd15448	7tmC_mGluR3	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320411	159	395	7.47839e-29	114.175	cd15284	7tmC_mGluR_group2	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320415	159	395	9.62204e-29	114.113	cd15288	7tmC_TAS1R2	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320569	159	403	7.49011e-21	92.0147	cd15453	7tmC_mGluR6	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320413	159	401	4.57268e-20	89.8622	cd15286	7tmC_mGluR_group3	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320568	159	401	5.49065e-18	84.6469	cd15452	7tmC_mGluR4	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	specific	429539	74	127	1.33147e-17	76.6002	pfam07562	NCD3G	 - 	cl08456
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	superfamily	429539	74	127	1.33147e-17	76.6002	cl08456	NCD3G superfamily	 - 	 - 
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320566	159	395	1.75794e-17	81.9545	cd15450	7tmC_mGluR5	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	380584	1	60	1.80819e-17	83.9601	cd06361	PBP1_GPC6A-like	N	cl10011
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	superfamily	447875	1	60	1.80819e-17	83.9601	cl10011	Periplasmic_Binding_Protein_type1 superfamily	N	 - 
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320565	159	395	1.15137e-16	79.6727	cd15449	7tmC_mGluR1	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320570	159	403	4.54372e-16	78.9066	cd15454	7tmC_mGluR8	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320567	148	403	1.02635e-15	77.7556	cd15451	7tmC_mGluR7	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320175	159	394	2.07881e-11	64.1186	cd15047	7tmC_GABA-B-like	 - 	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	380586	1	34	8.58896e-05	44.6055	cd06363	PBP1_taste_receptor	N	cl10011
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320420	208	395	0.00525934	38.7337	cd15293	7tmC_GPR158-like	N	cl28897
Q#11 - >Phascolarctos_cinereus_exon_4_5_6_1	non-specific	320404	214	360	0.00841953	37.7921	cd15277	7tmC_RAIG3_GPRC5C	N	cl28897
