branch	parent	child	child_is_tip	branch_length	site	nt_distance	is_multi_hit
36	56	60	0	2.9687	837	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	837	0	0
38	60	Eptesicus_fuscus	1	25.7878	837	0	0
39	48	Miniopterus_natalensis	1	45.7977	837	0	0
0	INTERNAL	13	0	37.3318	838	0	0
1	13	14	0	12.7335	838	0	0
2	14	Pteropus_alecto	1	11.9346	838	0	0
3	14	Pteropus_vampyrus	1	11.9346	838	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	838	0	0
5	INTERNAL	68	0	7	838	0	0
6	68	25	0	45.2	838	0	0
7	25	Saccopteryx_leptura	1	9.8	838	0	0
8	25	Saccopteryx_bilineata	1	9.8	838	0	0
9	68	47	0	3.68585	838	0	0
10	47	43	0	13.8141	838	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	838	0	0
12	43	34	0	9.73776	838	0	0
13	34	35	0	3.30694	838	0	0
14	35	37	0	6.6721	838	0	0
15	37	Sturnira_hondurensis	1	17.7832	838	0	0
16	37	Artibeus_jamaicensis	1	17.7832	838	0	0
17	35	36	0	13.2553	838	0	0
18	36	Phyllostomus_hastatus	1	11.2	838	0	0
19	36	Phyllostomus_discolor	1	11.2	838	0	0
20	34	Desmodus_rotundus	1	27.7622	838	0	0
21	47	63	0	5.51643	838	0	0
22	63	Molossus_molossus	1	45.7977	838	0	0
23	63	48	0	0	838	0	0
24	48	56	0	17.0412	838	0	0
25	56	57	0	10.5153	838	0	0
26	57	51	0	6.8221	838	0	0
27	51	33	0	0.83774	838	0	0
28	33	Myotis_brandtii	1	10.5814	838	0	0
29	33	Myotis_yumanensis	1	10.5814	838	0	0
30	51	Myotis_lucifugus	1	11.4192	838	0	0
31	57	49	0	4.99638	838	0	0
32	49	Myotis_davidii	1	13.2449	838	0	0
33	49	50	0	0.1449	838	0	0
34	50	Myotis_daubentonii	1	13.1	838	0	0
35	50	Myotis_myotis	1	13.1	838	0	0
36	56	60	0	2.9687	838	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	838	1	0
38	60	Eptesicus_fuscus	1	25.7878	838	0	0
39	48	Miniopterus_natalensis	1	45.7977	838	1	0
0	INTERNAL	13	0	37.3318	839	0	0
1	13	14	0	12.7335	839	0	0
2	14	Pteropus_alecto	1	11.9346	839	0	0
3	14	Pteropus_vampyrus	1	11.9346	839	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	839	0	0
5	INTERNAL	68	0	7	839	0	0
6	68	25	0	45.2	839	0	0
7	25	Saccopteryx_leptura	1	9.8	839	0	0
8	25	Saccopteryx_bilineata	1	9.8	839	0	0
9	68	47	0	3.68585	839	0	0
10	47	43	0	13.8141	839	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	839	0	0
12	43	34	0	9.73776	839	0	0
13	34	35	0	3.30694	839	0	0
14	35	37	0	6.6721	839	0	0
15	37	Sturnira_hondurensis	1	17.7832	839	0	0
16	37	Artibeus_jamaicensis	1	17.7832	839	1	0
17	35	36	0	13.2553	839	0	0
18	36	Phyllostomus_hastatus	1	11.2	839	0	0
19	36	Phyllostomus_discolor	1	11.2	839	0	0
20	34	Desmodus_rotundus	1	27.7622	839	0	0
21	47	63	0	5.51643	839	0	0
22	63	Molossus_molossus	1	45.7977	839	0	0
23	63	48	0	0	839	0	0
24	48	56	0	17.0412	839	0	0
25	56	57	0	10.5153	839	0	0
26	57	51	0	6.8221	839	0	0
27	51	33	0	0.83774	839	0	0
28	33	Myotis_brandtii	1	10.5814	839	0	0
29	33	Myotis_yumanensis	1	10.5814	839	0	0
30	51	Myotis_lucifugus	1	11.4192	839	0	0
31	57	49	0	4.99638	839	0	0
32	49	Myotis_davidii	1	13.2449	839	0	0
33	49	50	0	0.1449	839	0	0
34	50	Myotis_daubentonii	1	13.1	839	0	0
35	50	Myotis_myotis	1	13.1	839	0	0
36	56	60	0	2.9687	839	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	839	0	0
38	60	Eptesicus_fuscus	1	25.7878	839	0	0
39	48	Miniopterus_natalensis	1	45.7977	839	1	0
0	INTERNAL	13	0	37.3318	840	0	0
1	13	14	0	12.7335	840	0	0
2	14	Pteropus_alecto	1	11.9346	840	0	0
3	14	Pteropus_vampyrus	1	11.9346	840	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	840	0	0
5	INTERNAL	68	0	7	840	0	0
6	68	25	0	45.2	840	0	0
7	25	Saccopteryx_leptura	1	9.8	840	0	0
8	25	Saccopteryx_bilineata	1	9.8	840	0	0
9	68	47	0	3.68585	840	0	0
10	47	43	0	13.8141	840	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	840	0	0
12	43	34	0	9.73776	840	0	0
13	34	35	0	3.30694	840	0	0
14	35	37	0	6.6721	840	0	0
15	37	Sturnira_hondurensis	1	17.7832	840	0	0
16	37	Artibeus_jamaicensis	1	17.7832	840	0	0
17	35	36	0	13.2553	840	0	0
18	36	Phyllostomus_hastatus	1	11.2	840	0	0
19	36	Phyllostomus_discolor	1	11.2	840	0	0
20	34	Desmodus_rotundus	1	27.7622	840	0	0
21	47	63	0	5.51643	840	0	0
22	63	Molossus_molossus	1	45.7977	840	0	0
23	63	48	0	0	840	0	0
24	48	56	0	17.0412	840	0	0
25	56	57	0	10.5153	840	0	0
26	57	51	0	6.8221	840	0	0
27	51	33	0	0.83774	840	0	0
28	33	Myotis_brandtii	1	10.5814	840	0	0
29	33	Myotis_yumanensis	1	10.5814	840	0	0
30	51	Myotis_lucifugus	1	11.4192	840	0	0
31	57	49	0	4.99638	840	0	0
32	49	Myotis_davidii	1	13.2449	840	0	0
33	49	50	0	0.1449	840	0	0
34	50	Myotis_daubentonii	1	13.1	840	0	0
35	50	Myotis_myotis	1	13.1	840	0	0
36	56	60	0	2.9687	840	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	840	1	0
38	60	Eptesicus_fuscus	1	25.7878	840	0	0
39	48	Miniopterus_natalensis	1	45.7977	840	0	0
0	INTERNAL	13	0	37.3318	841	0	0
1	13	14	0	12.7335	841	0	0
2	14	Pteropus_alecto	1	11.9346	841	0	0
3	14	Pteropus_vampyrus	1	11.9346	841	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	841	0	0
5	INTERNAL	68	0	7	841	1	0
6	68	25	0	45.2	841	0	0
7	25	Saccopteryx_leptura	1	9.8	841	0	0
8	25	Saccopteryx_bilineata	1	9.8	841	0	0
9	68	47	0	3.68585	841	0	0
10	47	43	0	13.8141	841	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	841	0	0
12	43	34	0	9.73776	841	0	0
13	34	35	0	3.30694	841	0	0
14	35	37	0	6.6721	841	0	0
15	37	Sturnira_hondurensis	1	17.7832	841	0	0
16	37	Artibeus_jamaicensis	1	17.7832	841	0	0
17	35	36	0	13.2553	841	0	0
18	36	Phyllostomus_hastatus	1	11.2	841	0	0
19	36	Phyllostomus_discolor	1	11.2	841	0	0
20	34	Desmodus_rotundus	1	27.7622	841	0	0
21	47	63	0	5.51643	841	0	0
22	63	Molossus_molossus	1	45.7977	841	0	0
23	63	48	0	0	841	0	0
24	48	56	0	17.0412	841	0	0
25	56	57	0	10.5153	841	0	0
26	57	51	0	6.8221	841	0	0
27	51	33	0	0.83774	841	0	0
28	33	Myotis_brandtii	1	10.5814	841	0	0
29	33	Myotis_yumanensis	1	10.5814	841	0	0
30	51	Myotis_lucifugus	1	11.4192	841	0	0
31	57	49	0	4.99638	841	0	0
32	49	Myotis_davidii	1	13.2449	841	0	0
33	49	50	0	0.1449	841	0	0
34	50	Myotis_daubentonii	1	13.1	841	0	0
35	50	Myotis_myotis	1	13.1	841	0	0
36	56	60	0	2.9687	841	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	841	0	0
38	60	Eptesicus_fuscus	1	25.7878	841	0	0
39	48	Miniopterus_natalensis	1	45.7977	841	0	0
0	INTERNAL	13	0	37.3318	842	0	0
1	13	14	0	12.7335	842	0	0
2	14	Pteropus_alecto	1	11.9346	842	0	0
3	14	Pteropus_vampyrus	1	11.9346	842	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	842	0	0
5	INTERNAL	68	0	7	842	0	0
6	68	25	0	45.2	842	0	0
7	25	Saccopteryx_leptura	1	9.8	842	0	0
8	25	Saccopteryx_bilineata	1	9.8	842	0	0
9	68	47	0	3.68585	842	0	0
10	47	43	0	13.8141	842	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	842	0	0
12	43	34	0	9.73776	842	0	0
13	34	35	0	3.30694	842	0	0
14	35	37	0	6.6721	842	0	0
15	37	Sturnira_hondurensis	1	17.7832	842	0	0
16	37	Artibeus_jamaicensis	1	17.7832	842	0	0
17	35	36	0	13.2553	842	0	0
18	36	Phyllostomus_hastatus	1	11.2	842	0	0
19	36	Phyllostomus_discolor	1	11.2	842	0	0
20	34	Desmodus_rotundus	1	27.7622	842	0	0
21	47	63	0	5.51643	842	0	0
22	63	Molossus_molossus	1	45.7977	842	0	0
23	63	48	0	0	842	0	0
24	48	56	0	17.0412	842	0	0
25	56	57	0	10.5153	842	0	0
26	57	51	0	6.8221	842	0	0
27	51	33	0	0.83774	842	0	0
28	33	Myotis_brandtii	1	10.5814	842	0	0
29	33	Myotis_yumanensis	1	10.5814	842	0	0
30	51	Myotis_lucifugus	1	11.4192	842	0	0
31	57	49	0	4.99638	842	0	0
32	49	Myotis_davidii	1	13.2449	842	0	0
33	49	50	0	0.1449	842	0	0
34	50	Myotis_daubentonii	1	13.1	842	0	0
35	50	Myotis_myotis	1	13.1	842	0	0
36	56	60	0	2.9687	842	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	842	0	0
38	60	Eptesicus_fuscus	1	25.7878	842	0	0
39	48	Miniopterus_natalensis	1	45.7977	842	0	0
0	INTERNAL	13	0	37.3318	843	0	0
1	13	14	0	12.7335	843	0	0
2	14	Pteropus_alecto	1	11.9346	843	0	0
3	14	Pteropus_vampyrus	1	11.9346	843	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	843	0	0
5	INTERNAL	68	0	7	843	0	0
6	68	25	0	45.2	843	0	0
7	25	Saccopteryx_leptura	1	9.8	843	0	0
8	25	Saccopteryx_bilineata	1	9.8	843	0	0
9	68	47	0	3.68585	843	0	0
10	47	43	0	13.8141	843	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	843	0	0
12	43	34	0	9.73776	843	0	0
13	34	35	0	3.30694	843	0	0
14	35	37	0	6.6721	843	0	0
15	37	Sturnira_hondurensis	1	17.7832	843	0	0
16	37	Artibeus_jamaicensis	1	17.7832	843	0	0
17	35	36	0	13.2553	843	0	0
18	36	Phyllostomus_hastatus	1	11.2	843	0	0
19	36	Phyllostomus_discolor	1	11.2	843	0	0
20	34	Desmodus_rotundus	1	27.7622	843	0	0
21	47	63	0	5.51643	843	0	0
22	63	Molossus_molossus	1	45.7977	843	0	0
23	63	48	0	0	843	0	0
24	48	56	0	17.0412	843	0	0
25	56	57	0	10.5153	843	0	0
26	57	51	0	6.8221	843	0	0
27	51	33	0	0.83774	843	0	0
28	33	Myotis_brandtii	1	10.5814	843	0	0
29	33	Myotis_yumanensis	1	10.5814	843	0	0
30	51	Myotis_lucifugus	1	11.4192	843	0	0
31	57	49	0	4.99638	843	0	0
32	49	Myotis_davidii	1	13.2449	843	0	0
33	49	50	0	0.1449	843	0	0
34	50	Myotis_daubentonii	1	13.1	843	0	0
35	50	Myotis_myotis	1	13.1	843	0	0
36	56	60	0	2.9687	843	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	843	0	0
38	60	Eptesicus_fuscus	1	25.7878	843	0	0
39	48	Miniopterus_natalensis	1	45.7977	843	1	0
0	INTERNAL	13	0	37.3318	844	0	0
1	13	14	0	12.7335	844	1	0
2	14	Pteropus_alecto	1	11.9346	844	0	0
3	14	Pteropus_vampyrus	1	11.9346	844	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	844	0	0
5	INTERNAL	68	0	7	844	1	0
6	68	25	0	45.2	844	0	0
7	25	Saccopteryx_leptura	1	9.8	844	0	0
8	25	Saccopteryx_bilineata	1	9.8	844	0	0
9	68	47	0	3.68585	844	0	0
10	47	43	0	13.8141	844	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	844	1	0
12	43	34	0	9.73776	844	0	0
13	34	35	0	3.30694	844	0	0
14	35	37	0	6.6721	844	1	0
15	37	Sturnira_hondurensis	1	17.7832	844	0	0
16	37	Artibeus_jamaicensis	1	17.7832	844	0	0
17	35	36	0	13.2553	844	0	0
18	36	Phyllostomus_hastatus	1	11.2	844	0	0
19	36	Phyllostomus_discolor	1	11.2	844	0	0
20	34	Desmodus_rotundus	1	27.7622	844	0	0
21	47	63	0	5.51643	844	0	0
22	63	Molossus_molossus	1	45.7977	844	0	0
23	63	48	0	0	844	0	0
24	48	56	0	17.0412	844	0	0
25	56	57	0	10.5153	844	1	0
26	57	51	0	6.8221	844	0	0
27	51	33	0	0.83774	844	0	0
28	33	Myotis_brandtii	1	10.5814	844	0	0
29	33	Myotis_yumanensis	1	10.5814	844	0	0
30	51	Myotis_lucifugus	1	11.4192	844	0	0
31	57	49	0	4.99638	844	0	0
32	49	Myotis_davidii	1	13.2449	844	0	0
33	49	50	0	0.1449	844	0	0
34	50	Myotis_daubentonii	1	13.1	844	0	0
35	50	Myotis_myotis	1	13.1	844	0	0
36	56	60	0	2.9687	844	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	844	0	0
38	60	Eptesicus_fuscus	1	25.7878	844	1	0
39	48	Miniopterus_natalensis	1	45.7977	844	0	0
0	INTERNAL	13	0	37.3318	845	0	0
1	13	14	0	12.7335	845	0	0
2	14	Pteropus_alecto	1	11.9346	845	0	0
3	14	Pteropus_vampyrus	1	11.9346	845	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	845	0	0
5	INTERNAL	68	0	7	845	0	0
6	68	25	0	45.2	845	0	0
7	25	Saccopteryx_leptura	1	9.8	845	0	0
8	25	Saccopteryx_bilineata	1	9.8	845	0	0
9	68	47	0	3.68585	845	0	0
10	47	43	0	13.8141	845	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	845	0	0
12	43	34	0	9.73776	845	0	0
13	34	35	0	3.30694	845	0	0
14	35	37	0	6.6721	845	0	0
15	37	Sturnira_hondurensis	1	17.7832	845	0	0
16	37	Artibeus_jamaicensis	1	17.7832	845	0	0
17	35	36	0	13.2553	845	0	0
18	36	Phyllostomus_hastatus	1	11.2	845	0	0
19	36	Phyllostomus_discolor	1	11.2	845	0	0
20	34	Desmodus_rotundus	1	27.7622	845	0	0
21	47	63	0	5.51643	845	0	0
22	63	Molossus_molossus	1	45.7977	845	0	0
23	63	48	0	0	845	0	0
24	48	56	0	17.0412	845	0	0
25	56	57	0	10.5153	845	0	0
26	57	51	0	6.8221	845	0	0
27	51	33	0	0.83774	845	0	0
28	33	Myotis_brandtii	1	10.5814	845	0	0
29	33	Myotis_yumanensis	1	10.5814	845	0	0
30	51	Myotis_lucifugus	1	11.4192	845	0	0
31	57	49	0	4.99638	845	0	0
32	49	Myotis_davidii	1	13.2449	845	0	0
33	49	50	0	0.1449	845	0	0
34	50	Myotis_daubentonii	1	13.1	845	0	0
35	50	Myotis_myotis	1	13.1	845	0	0
36	56	60	0	2.9687	845	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	845	1	0
38	60	Eptesicus_fuscus	1	25.7878	845	0	0
39	48	Miniopterus_natalensis	1	45.7977	845	0	0
0	INTERNAL	13	0	37.3318	846	0	0
1	13	14	0	12.7335	846	0	0
2	14	Pteropus_alecto	1	11.9346	846	0	0
3	14	Pteropus_vampyrus	1	11.9346	846	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	846	0	0
5	INTERNAL	68	0	7	846	0	0
6	68	25	0	45.2	846	0	0
7	25	Saccopteryx_leptura	1	9.8	846	0	0
8	25	Saccopteryx_bilineata	1	9.8	846	0	0
9	68	47	0	3.68585	846	0	0
10	47	43	0	13.8141	846	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	846	0	0
12	43	34	0	9.73776	846	0	0
13	34	35	0	3.30694	846	0	0
14	35	37	0	6.6721	846	0	0
15	37	Sturnira_hondurensis	1	17.7832	846	0	0
16	37	Artibeus_jamaicensis	1	17.7832	846	0	0
17	35	36	0	13.2553	846	0	0
18	36	Phyllostomus_hastatus	1	11.2	846	0	0
19	36	Phyllostomus_discolor	1	11.2	846	0	0
20	34	Desmodus_rotundus	1	27.7622	846	0	0
21	47	63	0	5.51643	846	0	0
22	63	Molossus_molossus	1	45.7977	846	1	0
23	63	48	0	0	846	0	0
24	48	56	0	17.0412	846	0	0
25	56	57	0	10.5153	846	0	0
26	57	51	0	6.8221	846	0	0
27	51	33	0	0.83774	846	0	0
28	33	Myotis_brandtii	1	10.5814	846	0	0
29	33	Myotis_yumanensis	1	10.5814	846	0	0
30	51	Myotis_lucifugus	1	11.4192	846	0	0
31	57	49	0	4.99638	846	0	0
32	49	Myotis_davidii	1	13.2449	846	0	0
33	49	50	0	0.1449	846	0	0
34	50	Myotis_daubentonii	1	13.1	846	0	0
35	50	Myotis_myotis	1	13.1	846	0	0
36	56	60	0	2.9687	846	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	846	0	0
38	60	Eptesicus_fuscus	1	25.7878	846	0	0
39	48	Miniopterus_natalensis	1	45.7977	846	0	0
0	INTERNAL	13	0	37.3318	847	0	0
1	13	14	0	12.7335	847	0	0
2	14	Pteropus_alecto	1	11.9346	847	0	0
3	14	Pteropus_vampyrus	1	11.9346	847	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	847	1	0
5	INTERNAL	68	0	7	847	0	0
6	68	25	0	45.2	847	0	0
7	25	Saccopteryx_leptura	1	9.8	847	0	0
8	25	Saccopteryx_bilineata	1	9.8	847	0	0
9	68	47	0	3.68585	847	0	0
10	47	43	0	13.8141	847	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	847	0	0
12	43	34	0	9.73776	847	0	0
13	34	35	0	3.30694	847	0	0
14	35	37	0	6.6721	847	0	0
15	37	Sturnira_hondurensis	1	17.7832	847	0	0
16	37	Artibeus_jamaicensis	1	17.7832	847	0	0
17	35	36	0	13.2553	847	0	0
18	36	Phyllostomus_hastatus	1	11.2	847	0	0
19	36	Phyllostomus_discolor	1	11.2	847	0	0
20	34	Desmodus_rotundus	1	27.7622	847	0	0
21	47	63	0	5.51643	847	0	0
22	63	Molossus_molossus	1	45.7977	847	0	0
23	63	48	0	0	847	0	0
24	48	56	0	17.0412	847	0	0
25	56	57	0	10.5153	847	0	0
26	57	51	0	6.8221	847	0	0
27	51	33	0	0.83774	847	0	0
28	33	Myotis_brandtii	1	10.5814	847	0	0
29	33	Myotis_yumanensis	1	10.5814	847	0	0
30	51	Myotis_lucifugus	1	11.4192	847	0	0
31	57	49	0	4.99638	847	0	0
32	49	Myotis_davidii	1	13.2449	847	1	0
33	49	50	0	0.1449	847	0	0
34	50	Myotis_daubentonii	1	13.1	847	0	0
35	50	Myotis_myotis	1	13.1	847	0	0
36	56	60	0	2.9687	847	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	847	1	0
38	60	Eptesicus_fuscus	1	25.7878	847	0	0
39	48	Miniopterus_natalensis	1	45.7977	847	1	0
0	INTERNAL	13	0	37.3318	848	0	0
1	13	14	0	12.7335	848	0	0
2	14	Pteropus_alecto	1	11.9346	848	0	0
3	14	Pteropus_vampyrus	1	11.9346	848	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	848	0	0
5	INTERNAL	68	0	7	848	0	0
6	68	25	0	45.2	848	0	0
7	25	Saccopteryx_leptura	1	9.8	848	0	0
8	25	Saccopteryx_bilineata	1	9.8	848	1	0
9	68	47	0	3.68585	848	0	0
10	47	43	0	13.8141	848	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	848	1	0
12	43	34	0	9.73776	848	0	0
13	34	35	0	3.30694	848	0	0
14	35	37	0	6.6721	848	0	0
15	37	Sturnira_hondurensis	1	17.7832	848	0	0
16	37	Artibeus_jamaicensis	1	17.7832	848	0	0
17	35	36	0	13.2553	848	0	0
18	36	Phyllostomus_hastatus	1	11.2	848	0	0
19	36	Phyllostomus_discolor	1	11.2	848	0	0
20	34	Desmodus_rotundus	1	27.7622	848	0	0
21	47	63	0	5.51643	848	0	0
22	63	Molossus_molossus	1	45.7977	848	0	0
23	63	48	0	0	848	0	0
24	48	56	0	17.0412	848	0	0
25	56	57	0	10.5153	848	0	0
26	57	51	0	6.8221	848	0	0
27	51	33	0	0.83774	848	0	0
28	33	Myotis_brandtii	1	10.5814	848	0	0
29	33	Myotis_yumanensis	1	10.5814	848	0	0
30	51	Myotis_lucifugus	1	11.4192	848	0	0
31	57	49	0	4.99638	848	0	0
32	49	Myotis_davidii	1	13.2449	848	0	0
33	49	50	0	0.1449	848	0	0
34	50	Myotis_daubentonii	1	13.1	848	0	0
35	50	Myotis_myotis	1	13.1	848	0	0
36	56	60	0	2.9687	848	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	848	0	0
38	60	Eptesicus_fuscus	1	25.7878	848	0	0
39	48	Miniopterus_natalensis	1	45.7977	848	0	0
0	INTERNAL	13	0	37.3318	849	0	0
1	13	14	0	12.7335	849	0	0
2	14	Pteropus_alecto	1	11.9346	849	0	0
3	14	Pteropus_vampyrus	1	11.9346	849	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	849	0	0
5	INTERNAL	68	0	7	849	0	0
6	68	25	0	45.2	849	0	0
7	25	Saccopteryx_leptura	1	9.8	849	0	0
8	25	Saccopteryx_bilineata	1	9.8	849	0	0
9	68	47	0	3.68585	849	0	0
10	47	43	0	13.8141	849	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	849	0	0
12	43	34	0	9.73776	849	0	0
13	34	35	0	3.30694	849	0	0
14	35	37	0	6.6721	849	0	0
15	37	Sturnira_hondurensis	1	17.7832	849	0	0
16	37	Artibeus_jamaicensis	1	17.7832	849	0	0
17	35	36	0	13.2553	849	0	0
18	36	Phyllostomus_hastatus	1	11.2	849	0	0
19	36	Phyllostomus_discolor	1	11.2	849	0	0
20	34	Desmodus_rotundus	1	27.7622	849	0	0
21	47	63	0	5.51643	849	0	0
22	63	Molossus_molossus	1	45.7977	849	0	0
23	63	48	0	0	849	0	0
24	48	56	0	17.0412	849	0	0
25	56	57	0	10.5153	849	0	0
26	57	51	0	6.8221	849	0	0
27	51	33	0	0.83774	849	0	0
28	33	Myotis_brandtii	1	10.5814	849	0	0
29	33	Myotis_yumanensis	1	10.5814	849	0	0
30	51	Myotis_lucifugus	1	11.4192	849	0	0
31	57	49	0	4.99638	849	0	0
32	49	Myotis_davidii	1	13.2449	849	0	0
33	49	50	0	0.1449	849	0	0
34	50	Myotis_daubentonii	1	13.1	849	0	0
35	50	Myotis_myotis	1	13.1	849	0	0
36	56	60	0	2.9687	849	1	0
37	60	Pipistrellus_kuhlii	1	25.7878	849	0	0
38	60	Eptesicus_fuscus	1	25.7878	849	0	0
39	48	Miniopterus_natalensis	1	45.7977	849	1	0
0	INTERNAL	13	0	37.3318	850	0	0
1	13	14	0	12.7335	850	0	0
2	14	Pteropus_alecto	1	11.9346	850	0	0
3	14	Pteropus_vampyrus	1	11.9346	850	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	850	0	0
5	INTERNAL	68	0	7	850	0	0
6	68	25	0	45.2	850	0	0
7	25	Saccopteryx_leptura	1	9.8	850	0	0
8	25	Saccopteryx_bilineata	1	9.8	850	0	0
9	68	47	0	3.68585	850	0	0
10	47	43	0	13.8141	850	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	850	0	0
12	43	34	0	9.73776	850	0	0
13	34	35	0	3.30694	850	0	0
14	35	37	0	6.6721	850	0	0
15	37	Sturnira_hondurensis	1	17.7832	850	0	0
16	37	Artibeus_jamaicensis	1	17.7832	850	0	0
17	35	36	0	13.2553	850	0	0
18	36	Phyllostomus_hastatus	1	11.2	850	0	0
19	36	Phyllostomus_discolor	1	11.2	850	0	0
20	34	Desmodus_rotundus	1	27.7622	850	0	0
21	47	63	0	5.51643	850	0	0
22	63	Molossus_molossus	1	45.7977	850	0	0
23	63	48	0	0	850	0	0
24	48	56	0	17.0412	850	0	0
25	56	57	0	10.5153	850	0	0
26	57	51	0	6.8221	850	0	0
27	51	33	0	0.83774	850	0	0
28	33	Myotis_brandtii	1	10.5814	850	0	0
29	33	Myotis_yumanensis	1	10.5814	850	0	0
30	51	Myotis_lucifugus	1	11.4192	850	0	0
31	57	49	0	4.99638	850	0	0
32	49	Myotis_davidii	1	13.2449	850	0	0
33	49	50	0	0.1449	850	0	0
34	50	Myotis_daubentonii	1	13.1	850	0	0
35	50	Myotis_myotis	1	13.1	850	0	0
36	56	60	0	2.9687	850	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	850	0	0
38	60	Eptesicus_fuscus	1	25.7878	850	0	0
39	48	Miniopterus_natalensis	1	45.7977	850	0	0
0	INTERNAL	13	0	37.3318	851	0	0
1	13	14	0	12.7335	851	0	0
2	14	Pteropus_alecto	1	11.9346	851	0	0
3	14	Pteropus_vampyrus	1	11.9346	851	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	851	0	0
5	INTERNAL	68	0	7	851	0	0
6	68	25	0	45.2	851	1	0
7	25	Saccopteryx_leptura	1	9.8	851	0	0
8	25	Saccopteryx_bilineata	1	9.8	851	0	0
9	68	47	0	3.68585	851	0	0
10	47	43	0	13.8141	851	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	851	0	0
12	43	34	0	9.73776	851	0	0
13	34	35	0	3.30694	851	0	0
14	35	37	0	6.6721	851	0	0
15	37	Sturnira_hondurensis	1	17.7832	851	0	0
16	37	Artibeus_jamaicensis	1	17.7832	851	0	0
17	35	36	0	13.2553	851	0	0
18	36	Phyllostomus_hastatus	1	11.2	851	0	0
19	36	Phyllostomus_discolor	1	11.2	851	0	0
20	34	Desmodus_rotundus	1	27.7622	851	1	0
21	47	63	0	5.51643	851	0	0
22	63	Molossus_molossus	1	45.7977	851	0	0
23	63	48	0	0	851	0	0
24	48	56	0	17.0412	851	0	0
25	56	57	0	10.5153	851	0	0
26	57	51	0	6.8221	851	0	0
27	51	33	0	0.83774	851	0	0
28	33	Myotis_brandtii	1	10.5814	851	0	0
29	33	Myotis_yumanensis	1	10.5814	851	0	0
30	51	Myotis_lucifugus	1	11.4192	851	0	0
31	57	49	0	4.99638	851	0	0
32	49	Myotis_davidii	1	13.2449	851	0	0
33	49	50	0	0.1449	851	0	0
34	50	Myotis_daubentonii	1	13.1	851	0	0
35	50	Myotis_myotis	1	13.1	851	0	0
36	56	60	0	2.9687	851	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	851	0	0
38	60	Eptesicus_fuscus	1	25.7878	851	0	0
39	48	Miniopterus_natalensis	1	45.7977	851	0	0
0	INTERNAL	13	0	37.3318	852	0	0
1	13	14	0	12.7335	852	0	0
2	14	Pteropus_alecto	1	11.9346	852	0	0
3	14	Pteropus_vampyrus	1	11.9346	852	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	852	0	0
5	INTERNAL	68	0	7	852	0	0
6	68	25	0	45.2	852	0	0
7	25	Saccopteryx_leptura	1	9.8	852	0	0
8	25	Saccopteryx_bilineata	1	9.8	852	0	0
9	68	47	0	3.68585	852	0	0
10	47	43	0	13.8141	852	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	852	0	0
12	43	34	0	9.73776	852	0	0
13	34	35	0	3.30694	852	0	0
14	35	37	0	6.6721	852	0	0
15	37	Sturnira_hondurensis	1	17.7832	852	0	0
16	37	Artibeus_jamaicensis	1	17.7832	852	0	0
17	35	36	0	13.2553	852	0	0
